job_name,company,address,job_tags,salary,job_info,job_link
PHP开发工程师,国医通(北京)科技发展有限公司,通州区枢密院,周末双休;五险一金;带薪年假;定期体检;节日福利;不加班;包住,6千-8千/月,"岗位职责：1. 完成PHP代码编写、维护；2、负责网站数据库、程序模块设计与开发；3. 优化网站性能，定期维护网站程序，处理反馈回来的系统BUG；4. 负责网站后台程序设计开发，能独立完成整个网站后台开发工作，并不断改进；5. 负责网站H5页面开发； 岗位要求：1、专科以上学历，计算机或相关专业，有扎实的程序开发基础知识；3、熟悉使用Mysql数据库.并对数据库优化有一定的经验；4、了解XML、HTML/XHTML、CSS、Javascript、AJAX、JSON等Web页面技术；5、熟悉各主流CMS程序二次开发，DEDE/帝国/ecshop优先；7、了解java、python、android开发技术者优先；8、了解自动化测试技术者优先；
                ",https://m.zhaopin.com//jobs/34640613100078577509/
PHP开发工程师,北京聚信分享通讯科技有限公司,建国路89号华贸商务楼4号2702,五险一金;年底双薪;节日福利,8千-1万/月,"岗位职责：负责公司平台的研发与维护、数据统计分析，配合合作方接入任职资格:1. 良好的编程习惯，优秀的学习能力，基础知识扎实；喜欢挑战，富于创新。2. 熟练掌握PHP语言，了解C、C++、具备多线程及TCP/IP通信应用开发经验，有较高水平的编码能力3. 熟悉MVC模式、Smarty框架，有面向对象思想。4. 熟悉Mysql数据库，对数据库设计、优化有比较深入研究。5. 熟悉Linux系统，熟悉shell编程。6. 熟悉单一入口设计模式优先。7. 有短信平台、语音增值业务网关开发经验者优先考虑工作时间:早9:00-晚18:00
                ",https://m.zhaopin.com//jobs/68029382900116335410/
PHP架构师,抠抠(福建)电子商务有限公司北京分公司,北京市朝阳区建外大街,股票期权;带薪年假;弹性工作;不加班;五险一金;绩效奖金;加班补助;餐补,2万-3万/月,,https://m.zhaopin.com//jobs/46662441700084505109/
php程序开发员,北京众要机械科技有限公司,绿地启航国际9号楼804,五险一金;绩效奖金;交通补助;弹性工作;节日福利;创业公司,1万-1.5万/月,,https://m.zhaopin.com//jobs/43327683700092916909/
php开发工程师,北京只有一个科技有限公司,百子湾大成国际中心A2座1108,周末双休;五险一金;绩效奖金;全勤奖;餐补;带薪年假;弹性工作;节日福利,1万-1.5万/月,,https://m.zhaopin.com//jobs/cz348740430j00113292210/
php软件工程师,北京美信凌科信息技术有限公司,北京市海淀区羊坊店路博望园10号,,1万-1.5万/月,,https://m.zhaopin.com//jobs/20366562600087915715/
PHP高级工程师,抠抠(福建)电子商务有限公司北京分公司,北京市朝阳区建外大街24号,五险一金;弹性工作;周末双休;带薪年假;节日福利;加班补助;绩效奖金,1.5万-2.5万/月,"岗位职责：1､负责网站系统的设计和实现；2､负责完成模块功能的设计和编码实现；3､负责前端页面和后端服务间的具体实现；4､编写各类技术文档；5､对所编写的功能进行测试，保证开发质量。任职要求：1､3年以上互联网电商平台工作经验.计算机相关专业，有扎实的计算机理论基础；2､2年以上PHP开发经验，熟悉PHP面向对象设计。3､熟练掌握Redis、Memcache，MongoDB非关系型NoSQL数据库；4､熟练MySQL操作，熟悉Laravel,CI等应用框架，具备较好的系统设计能力。5.对HTTP协议有较好理解，有面向服务开发经验。6､良好的分析问题能力，有责任心和良好的团队沟通能力。
                ",https://m.zhaopin.com//jobs/466624417250682/
php开发,青青优农(北京)农产品贸易有限公司,恒泰中心A座22层,五险一金,1.2万-2.2万/月,"岗位职责：1、负责公司网站及应用的功能开发，接口开发和维护工作；2、参与项目需求分析、设计与实现、相关单元测试等工作；3、在开发中发现存在的问题，积极参与功能与技术架构的改进，并能独立完成项目开发。4、部门内效率提升体系建设。5、按时完成领导分配的其他任务。 任职要求：1、计算机相关专业专科以上学历，至少3年以上的项目开发经验。2、能独立开发完整项目，熟悉MVC模式开发，熟悉LNMP（Linux+Nginx+Mysql+PHP）运行架构；3、精通PHP、mysql进行程序开发，对PHP面向对象编程技术有很深的理解和应用能力；4、熟练掌握相关web技术，熟练应用js，Ajax，HTML，CSS等技术；
                ",https://m.zhaopin.com//jobs/cz573426930j00029578911/
php开发工程师,北京风之岩文化发展股份有限公司,北京市东城区青龙胡同1号歌华大厦9层918室,五险一金;加班补助;餐补;带薪年假;补充医疗保险;定期体检,1万-1.5万/月,"岗位职责：1、参与项目整体开发和计划实施；2、独立完成新功能新模块的开发，并负责各功能及模块接口设计工作；3、编写核心代码与组件；4、参与系统模块分析和系统接口设计，编写详细设计方案，并进行模块代码的编写，系统二次应用开发；5、熟悉敏捷开发流程，能带领配合团队，按照项目计划，完成开发任务。任职要求：1、全日制统招本科及以上学历，计算机相关专业，有扎实的基础专业功底，良好的编码习惯和严格的编码规范；有较强的学习能力和沟通协作能力  2、3年以上PHP开发经验；能独立负责LNMP（Linux+Nginx+Mysql+PHP）环境的部署及配置调优  3、有平台开发经验者优先，有团队管理经验者优先；  4、了解web系统安全，了解常见安全隐患防御措施；熟悉Linux操作系统和Shell编程  5、熟悉PHP主流开发框架应用；有PHP平台下异步处理，消息通知队列，数据通知中心等系统架构开发经验优先考虑；  6、熟悉http，tcp，https等常见的网络通讯协议，有软件架构、服务器架构等方面经验  7、精通常用的数据结构算法，精通MySQL，熟悉SqlServer，掌握索引优化、查询优化和存储优化，mysql分区、分表、集群等相关设计方案，有大数据量优化经验和较强的优化意识；  8、精通面向对象开发、熟悉MVC原理，有丰富的使用经验，熟悉web开发中各类缓存设计、站点优化、安全配置熟悉HTML、JavaScript、AJAX，以及JSON，XML等数据交换格式；
                ",https://m.zhaopin.com//jobs/44765801800054451512/
php工程师,霍尔果斯财商教育科技有限公司,北京市昌平区沙河万家创业园C区7栋7509,周末双休;五险一金;节日福利;创业公司;绩效奖金;年终分红,1万-1.5万/月,,https://m.zhaopin.com//jobs/cz898472820j00098636209/
php开发工程师,青岛通产伟博大数据运营有限公司,北京市丰台区怡海花园恒泰园2号楼0201,五险一金;餐补;节日福利;周末双休;绩效奖金;带薪年假,7千-1.2万/月,"岗位职责：1、 参与项目需求分析确认，进行系统框架和核心模块的详细设计；2、 根据新产品开发进度和任务分配，开发相应的软件模块；3、 根据公司技术文档规范编写相应的技术文档；4、 根据需要不断修改完善软件，配合完成程序测试。任职要求：1、本科以上学历；2年以上PHP/Web开发经验；2、精通PHP，熟悉JavaScript、C/C++、HTML、CSS等网络编程语言；3、有扎实的理论基础，熟练掌握编程工具；4、熟悉软件开发流程、设计模式、体系结构；5、熟悉大型数据库的开发、管理工作；6、了解业务领域内的新技术或新的技术趋势；7、语言文字表达能力优秀，能独立解决技术问题，同时具有良好的团队协作能力，有较强的创新意识。
                ",https://m.zhaopin.com//jobs/60360293300103356809/
php开发工程师,北京龙云科技有限公司,北京市丰台区华夏幸福创新中心C座401,五险一金;周末双休;全勤奖;节日福利;年终分红,1.5万-3万/月,"岗位职责：1、负责公司APP服务端开发。2、负责核心代码开发、重构、维护。 3、负责与数据、产品对接，参与项目的需求分析、系统设计。职位要求：1. 计算机及相关专业本科以上学历；2. 掌握PHP7新特性；3. 熟悉Mysql，掌握Mysql分表、分区、集群等相关设计方案，熟悉SQL和索引优化；4. 熟悉Redis等常用nosql解决方案，熟练使用Redis，了解Redis集群方案；5. 良好的编码和文档习惯，注重代码风格，熟悉各种设计模式和原则，能持续的关注和优化自己做的项目； 6. 有良好的沟通能力和理解能力，有良好的学习能力和强烈的进取心；7. 5年工作经验以上，有大型项目开发经验者优先考虑；8. 有高并发开发经验者优先考虑。
                ",https://m.zhaopin.com//jobs/cz898734920j00120417711/
php开发工程师,北京卫达信息技术有限公司,朝阳区望京浦项中心A座22层,创业公司;五险一金;全勤奖;带薪年假;补充医疗保险;定期体检;节日福利;不加班,1万-1.8万/月,"岗位职责：1、负责公司核心产品相关功能设计和开发；2、根据业务要求进行详细设计与计划执行；3、设计API以及调试以及文档撰写，协助产品测试，确保产品质量与稳定。岗位要求:1、计算机相关专业本科及以上学历，2年以上的LNMP相关工作经验；2、熟练使用PHP，至少使用包含ThinkPHP在内的两个PHP框架；3、具备数据库设计和优化能力，熟练使用 mysql 和任意一门 nosql ；4、熟悉前端技术栈，JS/CSS/HTML；5、计算机相关专业，拥有扎实的计算机基础理论知识；6、拥有良好的代码习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低，思维敏捷，工作认真负责，脚踏实地，积极上进。
                ",https://m.zhaopin.com//jobs/cz751981970j00056726613/
PHP高级工程师,北京艾恩游科技有限责任公司,北京市昌平区黄平路19号泰华龙旗广场1号楼B座1802室,五险一金;绩效奖金;全勤奖;餐补;带薪年假;员工旅游;节日福利,1.5万-3万/月,"工作内容：1.参与基础架构以及后台业务系统的开发和维护；2.参与数据库优化，管理及维护；3.参与离线数据处理，优化系统结构，保证系统运行稳定性。任职资格：1.有对日软件开发经验，有2-3年网站平台开发经验，有全栈开发经验者更佳；2.熟悉PHP进行后台开发，熟悉HTTP协议，了解TCP/IP的基本工作原理，熟悉各种Web标准规范；有高并发条件下的开发和架构设计经验者优先；3.能稳定工作，有良好的团队合作能力；4.有高并发条件下的开发和架构设计经验者优先；5.可接受短期/长期出差日本。
                ",https://m.zhaopin.com//jobs/54698022500115010010/
php工程师,北京瑞达通圣科技有限公司,北京市 海淀区 创业公社 E8,带薪年假;年终分红;绩效奖金;股票期权,8千-1.2万/月,"友公司招聘：英特帕克（北京）智能科技有限公司，五险，双休职位描述1. 参与项目的设计，架构原型实现及核心模块的开发工作；2. 参与系统需求分析与设计，并负责完成PHP核心代码，接口规范制定；3. 完成相关的技术文档编写；4. 协助测试人员进行软件的功能及性能测试。岗位要求：1. 具有MySQL优化经验、PHP缓存技术、静态化设计方面的经验2. 热爱学习喜欢钻研技术，对新技术抱有热情3. 精通MySQL数据库设计和优化，熟悉SQL代码编写，熟悉至少一种数据库管理软件；
                ",https://m.zhaopin.com//jobs/42340313600114599010/
高级PHP工程师,北京瑞达通圣科技有限公司,北京市 海淀区 创业公社 E8,带薪年假;年终分红;绩效奖金;股票期权,1.2万-2万/月,"友公司招聘：英特帕克（北京）智能科技有限公司，五险，双休职位描述1. 参与项目的设计，架构原型实现及核心模块的开发工作；2. 参与系统需求分析与设计，并负责完成PHP核心代码，接口规范制定；3. 完成相关的技术文档编写；4. 协助测试人员进行软件的功能及性能测试。岗位要求：1. 具有MySQL优化经验、PHP缓存技术、静态化设计方面的经验2. 热爱学习喜欢钻研技术，对新技术抱有热情3. 精通MySQL数据库设计和优化，熟悉SQL代码编写，熟悉至少一种数据库管理软件；4.精通Nginx，Redis，负载均衡，分布式处理。
                ",https://m.zhaopin.com//jobs/42340313600114609210/
php开发工程师,北京上佳状态科技有限公司,朝阳区望京SOHO,创业公司;五险一金;绩效奖金;交通补助;餐补;带薪年假;弹性工作,1.5万-2万/月,"职位描述1、负责公司移动产品服务端开发。 任职要求1、3-5年PHP经验或2年以上golang经验；2、有服务端架构经验优先；3、有大数据，高并发开发经验优先；5、有机器学习相关经验优先；6、有区块链相关项目实践经验优先；7、两年以上一线互联网公司经验优先；
                ",https://m.zhaopin.com//jobs/cz611212680j00043528814/
PHP开发工程师,北京易赛体育产业有限公司,北京市朝阳区东三环中路39号建外SOHO A座1805,五险一金;绩效奖金;股票期权;全勤奖;带薪年假;员工旅游;节日福利,1万-1.5万/月,"岗位职责：1、 公司App产品和数据应用服务后端功能的设计及开发；2、 公司Web运营管理后台的设计及开发；3、定点值班，及时处理线上产品出现的问题，修改bug。任职要求：1、统招本科，计算机相关专业；2、3年以上PHP工作经验，熟悉Thinkphp，Larvel；3、对MsSql、MySql优化有一定的心得；4、熟悉composer优先；5、热爱体育产品或有相关经验优先。
                ",https://m.zhaopin.com//jobs/283683532250013/
PHP高级工程师,银讯在线科技(北京)有限公司,北京市朝阳区北苑路18号中大嘉美广场4层南侧,五险一金;年底双薪;餐补;员工旅游;节日福利;弹性工作;采暖补贴;股票期权,1.2万-2.4万/月,"职位描述希望你是：【准备好加入一支年轻的创业团队，相信全情投入才会有惊喜回报，不畏惧高薪】1、本科以上学历，计算机相关专业；2、3年以上php开发经验，参与过大型网站开发项目，精通php开发语言；3、精通mysql数据库设计、管理和优化，有较强数据库规划能力；4、掌握基本人HTML、DIV+CSS、JavaScript/Ajax脚本语言、XHTML、XML页面结构；5、具备高负载大并发网站的优化经验者优先,如集群/负载均衡/分布式技术等；6、熟悉Unix/Linux操作系统，Shell脚本编程，能够使用脚本对服务器做日常性的管理；需要你做：1、负责手机端、PC端web系统开发；2、负责大客户商务项目的技术支撑；3、配合技术主管进行技术决策，进行技术风险评估；4、设计开发关键性功能模块，参与系统架构分析设计
                ",https://m.zhaopin.com//jobs/28653228200045374811/
PHP工程师,北京博科管理技术有限公司,北京市海淀区学清路金码大厦B座801,节日福利,1万-1.5万/月,"高级PHP程序员有能力带团队、架构师，技术能力全面，熟悉H5以及APP开发。岗位要求和职责：1.负责网站程序日常维护、研发工作，根据产品设计文档开发新的功能模块；2.参与系统的需求分析、设计、编码等开发工作；3.3年以上PHP开发经验；精通DZ、cms系统二次开发；4.熟悉LAMP环境，精通PHP编程以及OOP编程思想，熟悉Smarty、TP等框架以及MySql数据库的应用维护，具有MySQL索引优化、查询优化和存储优化、PHP缓存技术、静态化方面的经验者优先；5.熟悉HTTP协议及W3C相关互联网规范，熟练掌握XHTML、CSS、Javascript/Ajax、Jquery、JSON等Web页面技术；6.需要具备良好的编码规范和编程风格；7.对大访问量和大数据量PHP项目有开发和优化经验优先；8.逻辑思维能力清晰，有良好的自我管理能力，乐于沟通和分享；9.较强的责任心及团队合作精神，有独立解决问题和快速学懂运用新技术的能力；
                ",https://m.zhaopin.com//jobs/159921627252053/
php开发工程师,北京至尚学邦网络科技有限公司,海淀区丰贤中路7号北科产业园4号楼四层8号,创业公司;周末双休;五险一金;餐补;带薪年假,1.5万-3万/月,"职位描述：1、负责公司APP和网站的后端开发（数据库设计、模块功能开发、支付接口开发）；2、参与相关产品的需求分析、功能可行性分析、技术可行性分析；3、跟进产品及业务需求，进行服务端核心系统的方案设计、开发及维护；4、对现有系统平台进行分析、优化和重构，保障系统高性能，高可用性和高可扩展性任职要求：1、计算机或相关专业、本科及以上学历，2、2年以上PHP开发经验，基础扎实，了解常用的数据结构和算法，熟悉yii2框架优先考虑；3、熟练掌握LNMP开发，并具备良好的面向对象设计方法和编程思想；4、熟悉MySql数据库的操作、管理和优化，有扎实的SQL功底；5、有基本的前端开发经验，了解HTML、CSS、Javascript；6、熟悉web开发相关技术及基本的web安全相关知识；加分项：1、熟悉linux，至少熟悉一种shell脚本语言(bash/perl/python等)；2、独立负责过某个整体项目的优先考虑。3、有购物、商城类项目、微信公众号、小程序实际开发工作经验优先考虑
                ",https://m.zhaopin.com//jobs/81008940000076799514/
php开发工程师,北京阿提拉科技有限公司,北京市西城区阜成门外大街2号万通新世界A1008室,,1万-1.5万/月,"职位描述：1、负责产品需求分析、系统的设计方案，独立完成移动互联网产品服务端的设计与开发；2、验证和修正测试中发现的问题；3、撰写项目所需的相关文档；4、根据开发过程中的体验对产品提出改进建议。5、负责公司产品的核心技术研发工作；6、负责Server端程序开发、数据库产品架构设计，参与关键技术难点攻克；7、负责App接口程序开发；8、对代码质量负责，参与实现正确、高效、稳定的应用； 职位要求：-精通PHP语言开发，具备OOP编程思想，精通Mysql数据库查询优化，精通面向对象程序设计及设计模式；-具备丰富的Linux下开发经验，熟悉shell/python等语言；-专科或以上学历，具有3年以上PHP开发经验，有较强的架构能力和良好代码规范；-有yii, yaf, zend等开发经验者优先；-熟悉MySQL，了解常用的SQL优化技巧，有相关设计、使用、运维经验；-熟悉Memcached或Redis、MongoDB等NoSQL技术，有高并发系统设计和开发经验者优先；-熟悉web开发中各类缓存设计、站点优化方案者优先；-具备较强的学习能力和主动性，有较强的分析和解决问题的能力，具备良好的团队合作精神；-有大型网站设计开发经验者优先；
                ",https://m.zhaopin.com//jobs/14764600100046652513/
高级PHP研发工程师,天津火星文化有限公司北京分公司,北京市朝阳区高井8号东亿国际传媒产业园c15,五险一金;餐补;带薪年假;弹性工作;补充医疗保险;节日福利,2万-3万/月,"岗位职责：1、 协同完成网站的技术架构设计；2、 负责公司线上产品开发、维护、及BUG修复；3、 负责网站平台相关业务模块的分析、设计；4、 参于各项目中的编码工作；5、 关键技术问题及难点的攻关；岗位要求：1、3年以上web开发经验；2、精通PHP语言，了解常见PHP开发框架，了解ThinkPHP框架优先；3、熟悉MYSQL等关系型数据库开发，并对数据库设计及优化有一定的了解；4、熟悉NOSQL数据库如:（redis、mongodb）等，并有相关开发经验；5、具有面向对象的编程经验，并对算法、设计模式有一定的了解；6、对html、css、javascript有一定的了解，可以熟练运用以上技术编写代码；7、较好的理解能力和沟通能力，工作积极主动，具备较强责任感，有高并发或高流量网站开发者优先；8、工作积极主动，能创造性的解决问题；
                ",https://m.zhaopin.com//jobs/256151131250066/
PHP\JAVA技术总监,北京向导科技有限公司,北京市海淀区信息路2号国际创业园东区2号楼16层,五险一金;年底双薪;绩效奖金;年终分红;股票期权;加班补助;带薪年假,2万-3万/月,"岗位职责：沃库工业网（VOCOOR.COM）是国家工业互联网平台试点示范项目，也是国家制造业与互联网融合发展试点示范企业,以智慧供应链协同智能制造云服务平台为基础，解决企业采购、营销、供应链管理、生产智能化服务等。1、智慧供应链saas、智能制造saas云平台及云服务软件开发、产品辅助设计；2、根据客户需求制定软件设计方案；3、独立完成相应的项目文档的编制，产品原型的设计等；4、制定用户技术培训方案及培训工作；5、管理开发团队，负责管理项目组完成开发任务；职位要求1、本科以上学历，计算机专业；精通使用PHP/Java/PHISON等两门门以上语言， 熟练使用PHP的面向对象编程, 能够使用PHP的特性提升开发速度和程序运行速度；精通THINGK PHP5.0，开发过大中型完整的软件项目和电子商务平台。2、5年以上互联网平台、saas开发、ERP、企业应用软件、架构设计经验；有良好的编程思想、编码习惯, 注重代码性能及安全性；3、精通CSS+DIV、HTML、JAVASCRIPT、jQuery、ajax等网页开发语言；4、精通MYSQL，NOSQL等数据库，精通SQL语句、熟练掌握二种MySQL管理维护工具；5、能够熟练使用DW等页面设计软件；6、熟练使用LINUX、NGIX网络服务平台；7、熟悉MYSQL大型数据库,有较强的数据库设计能力，有云计算开发经验。8、具有良好的沟通能力，有较强的独立工作能力和解决问题的能力；完成过多个不同方面的PHP软件和电商项目，良好的分析问题及解决问题的能力；9、有责任心、团队合作精神、有不断学习能力。我们能为您提供：1、沃库工业网（VOCOOR.COM）是国家工业互联网平台试点示范项目，也是国家制造业与互联网融合发展试点示范企业, 智慧供应链saas+智能制造saas云+边缘计算云服务平台，这是个伟大事业的平台；2、令人羡慕的薪资、绩效、奖金及福利；3、严格的价值观、专业、能力、绩效管理制度，塑造你完美的人生，为企业培养后备人才。4、巨大发展潜力工业互联网-股权期权激励政策；5、人性化管理、生态工作，我们是一个富有激情的团队，是一个友爱的大家庭，我们期待您的加入，在这里您可以大展宏图！温馨提示：投简历前请先登录公司网站http://www.vocoor.com    http://www.guidekj.com熟悉公司项目及业务 
                ",https://m.zhaopin.com//jobs/13297267800111566913/
PHP开发工程师,北京华美汉盛信息技术有限公司,苏州街79号金洲大厦7层,周末双休;餐补;交通补助;员工旅游;定期体检;弹性工作;五险一金;补充医疗保险,8千-1万/月,,https://m.zhaopin.com//jobs/57132352500108465513/
PHP高级开发工程师,北京博科管理技术有限公司,北京市海淀区学清路金码大厦B座801,五险一金;节日福利;餐补,1.5万-2万/月,"工作职责：1、公司产品和数据应用服务后端功能的设计及开发；2、完成数据库结构设计、业务需求实现、组件封装等编码工作；3、负责后台系统功能开发及性能优化、改进；4、在开发过程中发现并解决存在的问题，帮助团队持续改进开发效率；5、负责技术团队的管理建设；岗位要求：1、大学本科及以上相关学历，PHP不少于5年以上工作经验，计算机相关专业，有大型网站技术运维的经验优先考虑。2、精通PHP高级编程，熟悉OOP，熟悉框架开发；熟悉LNMP调优配置，有大型LNMP架构Web项目经验，具备大型系统后台研发经验，并对后台系统调优和问题定位能力有经验者优先；3、熟悉Linux/Unix系统，精通PHP语言，至少掌握一种主流MVC框架；具有Mysql/Redis等应用开发的经验，精通SQL调优和数据结构设计；4、具备良好的团队协作能力，善于沟通，热爱研发工作。
                ",https://m.zhaopin.com//jobs/159921627252075/
高级PHP后台开发工程师,北京清众教育科技有限公司,北京市海淀区万柳中路派顿大厦7层17学堂,五险一金;带薪年假;弹性工作;员工旅游;节日福利,1.5万-2.5万/月,"【岗位职责】1、主导公司后端项目的开发；2、参与项目前期需求讨论分析，根据需求制定前端技术实现方案，并合理排期完成开发任务；3、指导新人进行学习和开发，并负责业务方向的Code Review。【任职要求】1、本科及以上学历，计算机或软件工程相关专业优先；2、工作经验3-5年，3年以上服务端开发经验；3、熟悉laravel并理解其设计模式的实现，熟悉LNMP环境；4、精通mysql，有数据库优化经验；5、精通redis，了解常用nosql解决方案。【加分项】有大数据相关系统开发经验者优先；有带团队经验者优先。        
                ",https://m.zhaopin.com//jobs/26656803600109525114/
php开发工程师,北京世纪百易网络有限公司,三元桥第三置业A座803,五险一金;年底双薪;带薪年假;弹性工作;定期体检,8千-1万/月,"岗位职责 ：                                       1. 负责现有业务系统进行升级、维护，并保障业务系统线上稳定运行；2. 参与系统需求分析与架构设计，并负责完成PHP核心代码开发；3. 重构现有架构，优化服务端性能。工作要求：1、2年以上网站开发经验，精通PHP开发，熟悉MVC开发，熟悉面向对象开发；2、熟练掌握常用PHP开发框架和开源系统，如thinkphp、CI、wordpress等；3、熟悉 XHTML、Javascript、JQuery、AJAX 等技术；4、具备良好的代码写作习惯，具有规范化，要求结构清晰，逻辑性强，代码冗余率低5、熟悉服务器端环境（Linux/Mysql/Nginx等）的配置与维护；6、熟悉前端开发语言（Javascript/CSS/HTML等）；7、具备很好的学习钻研能力，乐观开朗，工作能够服从安排；有很强的事业心和进取精神，能承受一定的工作压力；
                ",https://m.zhaopin.com//jobs/83082443000093787412/
PHP开发工程师,中国康辉旅游集团有限公司,北京市朝阳区农展馆南路13号瑞辰国际中心15F,五险一金;绩效奖金;带薪年假;餐补;补充医疗保险;定期体检;周末双休;节日福利,1.5万-1.8万/月,"【岗位职责】1.参与业务系统设计和开发工作2.负责项目文档编写、管理，产出对应流程及规范文档。【岗位要求】1.3年或以上PHP开发经验；2.熟悉LNMP环境的使用及搭建、调试、排错、优化、部署等；3.熟练操作MySQL数据库及常用优化方法；4.熟悉Redis,Mongo，了解其它nosql技术；5.熟悉至少一种框架，Yii框架优先；6.熟悉Linux常用命令；7.熟悉面向对象开发思想；8.熟练使用Git；8.熟悉html/css/js及jQuery等技术者优先
                ",https://m.zhaopin.com//jobs/00059328000111043612/
PHP开发工程师,北京大家玩科技有限公司,北京市朝阳区工体北路8号三里屯SOHO B座15层,14薪;五险一金;年底双薪;绩效奖金;餐补;补充医疗保险;定期体检;员工旅游,1.5万-3万/月,"岗位职责：1、负责网站需求分析、架构设计和讨论；2、负责网站功能开发、移动APP接口开发；3、负责公司创新金融产品的需求分析讨论、设计与开发。任职要求：1、计算机相关专业本科及以上学历；2、具有两年以上Linux下PHP的项目开发经验；3、了解Linux C/C++ 开发；4、至少熟悉Shell/Python/Perl/Node.js等脚本开发中的一种；5、熟悉HTML+CSS+JavaScript；6、优秀的数据库设计与开发能力，熟悉MySQL、Redis、MongoDB等；7、熟悉TCP/IP、HTTP等常见网络协议；8、逻辑思考能力强，思维清晰缜密，工作认真，有责任心，有较强的问题排查解决能力；9、善于与他人沟通、合作，具有团队精神，良好的自学能力，并能适应高压力下工作。加分项：1、有网上支付或者互联网金融项目开发经验者优先；2、全栈工程师优先。我们的福利很好地说配备全新mac电脑、人体工学坐椅，外加零食、饮料无限量供应1. 薪水：全年14月薪、年终分红、季度奖金、7险1金等；2.   福利：每月每人800元旅游基金与100元团建费用、配置三里屯最好的私家健身房、专享个人理财、保险与旅行顾问等。各类能提高你生活质量的福利统统都有；3. 保险：加购全额商业医疗保险（看病100%全报）、人身意外保险；4. 氛围：24K纯金足量弹性工作制、高额饭补、加班报销、出行车费、壕团建以及传说中的“别人家的”节日派对等；5. 环境：三里屯办公，Embody Chair护驾，Wacom等玩具就不说了，最重要的是有一群友爱高效的年轻人。6、老板：nice、亲和、尊重下属、充分信任与授权；7、假期：0.5天带薪病假/月、壕年假（入职1年内享10天年假、1年以上10年以下享12天年假、10年以上20年以下享15天年假）
                ",https://m.zhaopin.com//jobs/674286322250075/
急聘PHP程序员,北京冰蓝时代文化发展有限公司,北京市朝阳区建国路15号院甲1号北岸1292三间房创意生活园区7-1003,年终分红;绩效奖金;五险一金;交通补助;通讯补贴;不加班;全勤奖;带薪年假,1万-1.5万/月,,https://m.zhaopin.com//jobs/cz765481570j00100095109/
高级PHP开发工程师,中智游(北京)科技有限公司,北京市东城区建国门内大街7号光华长安大厦2座823,周末双休;五险一金;餐补;通讯补贴;带薪年假;员工旅游;节日福利;弹性工作,1.5万-2.5万/月,"岗位职责：1.具有强烈的进取心，对web开发拥有浓厚的兴趣，能够积极主动跟进业界的步伐； 2.具备Unix/Linux下1年以上Web后台开发经验； 3.熟悉基于LAMP/LNMP WEB开发，熟练至少一种PHP框架的使用； 4.熟悉web前端技术如Javascript和Ajax5.熟悉http协议、了解各种web服务器(Nginx, Apache, Lighttpd)； 6.熟悉php + MySql数据库开发； 7.具备良好的问题定位分析能力； 8.有良好的团队合作能力和学习能力； 9.能够主动自我驱动开展工作；任职要求：1.5年以上相关经验，计算机相关专业；2.熟悉TCP/IP通信机制，对Socket通信和HTTP通信有较深刻的理解和经验，有网络编程经验； 3.了解apache，memcache等开源软件工作原理和配置； 
                ",https://m.zhaopin.com//jobs/20373563200066614609/
PHP工程师,北京正音风和传媒有限公司,北京市朝阳区朝阳路85号院北京铜牛电影文化产业园,五险一金;年终分红;加班补助;交通补助;餐补;通讯补贴;带薪年假;定期体检,5千-8千/月,"1、负责PC端网站、手机端网站和微信小程序的后端接口开发与维护工作；2、负责公司的网站后台管理功能的开发与维护工作；3、对接前端开发人员，将后端接口与前端界面进行对接联调，与前端开发人员共同完成产品功能；4、理解公司现有产品的代码，独立分析查找原因后修正现有bug；5、根据产品需求接受开发任务，并独立完成开发工作。6、协助维护公司网站服务器。基本要求：1、计算机、软件相关专业统招本科及以上学历；2、1年及以上php项目开发经验。可接受应届毕业生，但需在学校或其他机构参与过php开发项目；（注：必须是商业化的项目，作业不算）3、关注技术发展动态，对技术领域有学习钻研的热情和动力；4、极强的责任心，刨根问底的精神，对自己负责的产品有追求完美的习惯；5、良好的沟通能力，能够与UI设计人员和前端开发人员协同工作；6、有团队合作精神，能够长期稳定工作与公司共同发展，有志于向技术主管方向发展的优先。技术要求：1、熟练掌握PHP+Mysql编程技术，拥有良好的编码风格，结构清晰、命名规范、逻辑性强、代码冗余率低；2、熟悉面向对象编程思想，对MYSQL数据库有深入的认识，熟练掌握关系数据库理论，具备数据库应用系统的规划及设计能力； 3、熟练使用HTML/CSS/JavaScript/ajax/jQuery等技术进行web应用开发；4、熟练使用eclipse、FTP、SVN等php相关开发工具；5、熟悉apache、iis等web服务器的使用和配置；6、熟悉********框架者优先，有微信小程序开发经验者优先；福利待遇：底薪+奖金+五险一金+带薪年假+节假日福利，另有餐补、话补、交通补贴、茶点、年度体检等。工作时间：周一至周五9:00—17:30，六日休息、国假日休息。
                ",https://m.zhaopin.com//jobs/65106332700041536913/
